author,comment,changed files,lines added,lines deleted,msg_len,buggy
212,84,1,2.0,1.0,58,0
1,84,2,53.0,0.0,45,0
80,84,2,41.0,2.0,56,0
428,84,1,1.0,0.0,41,0
328,84,1,2.0,2.0,52,0
432,94,2,6.0,25.0,62,0
328,84,1,3.0,3.0,39,0
414,84,1,3.0,0.0,58,0
170,84,1,2.0,2.0,63,0
343,0,252,2466.0,1729.0,46,0
563,93,1,1.0,1.0,67,0
395,84,1,1.0,1.0,39,0
26,84,1,22.0,20.0,66,0
228,84,4,27.0,15.0,81,0
533,84,1,11.0,1.0,67,0
279,84,1,2.0,1.0,69,0
328,84,1,9.0,2.0,33,0
356,84,1,6.0,5.0,57,0
17,84,2,103.0,9.0,63,1
387,84,1,11.0,1.0,50,0
10,84,1,6.0,3.0,83,0
72,0,1,11.0,0.0,31,0
207,84,1,2.0,2.0,59,0
44,84,1,1.0,1.0,40,0
327,84,3,41.0,7.0,42,0
228,84,1,1.0,1.0,60,0
579,84,1,1.0,0.0,65,0
604,84,1,17.0,9.0,76,0
228,84,3,79.0,7.0,61,1
533,84,1,5.0,0.0,75,1
228,84,2,2.0,2.0,55,0
48,97,1,2.0,0.0,60,0
144,84,2,4.0,0.0,55,0
228,84,1,2.0,1.0,46,0
328,84,1,1.0,0.0,45,0
343,0,131,1512.0,1082.0,46,0
217,84,1,5.0,3.0,35,0
328,84,1,1.0,1.0,37,0
476,84,1,3.0,4.0,68,0
448,90,1,14.0,0.0,59,0
533,84,1,2.0,1.0,59,1
328,84,1,1.0,0.0,46,0
26,84,1,2.0,2.0,54,0
476,97,2,14.0,2.0,66,1
279,84,1,1.0,1.0,77,0
170,84,1,1.0,1.0,50,0
533,84,1,6.0,0.0,48,0
170,84,1,1.0,1.0,34,0
328,84,1,7.0,7.0,28,0
328,84,1,2.0,0.0,45,0
291,1,1,1.0,0.0,32,0
432,84,1,3.0,3.0,62,0
26,84,1,1.0,1.0,54,0
479,49,2,59.0,0.0,71,0
461,84,1,1.0,1.0,42,0
480,84,1,13.0,9.0,59,0
373,84,1,2.0,2.0,58,0
241,84,1,18.0,11.0,46,0
579,84,2,17.0,2.0,58,0
170,84,1,2.0,2.0,38,0
228,84,3,26.0,32.0,79,1
343,0,55,1242.0,857.0,46,0
328,84,1,4.0,4.0,43,1
88,84,1,22.0,14.0,50,0
26,84,1,1.0,1.0,55,0
410,84,1,4.0,2.0,54,0
328,84,1,1.0,0.0,31,0
170,84,1,1.0,1.0,62,0
328,84,1,1.0,1.0,36,0
343,0,271,6169.0,4465.0,46,0
381,84,1,1.0,0.0,51,0
510,84,1,1.0,0.0,68,0
591,84,1,3.0,0.0,57,0
273,84,1,1.0,1.0,82,0
563,84,1,1.0,2.0,84,0
328,84,1,1.0,1.0,30,0
327,84,1,2.0,2.0,50,0
428,84,1,1.0,1.0,60,0
270,84,1,1.0,1.0,38,0
149,21,1,1.0,0.0,43,0
170,96,2,2.0,2.0,52,1
1,84,1,18.0,3.0,59,0
533,84,1,1.0,1.0,34,0
87,84,1,1.0,1.0,46,0
520,84,2,37.0,1.0,103,0
170,84,1,1.0,1.0,55,0
533,84,1,1.0,1.0,51,0
327,84,2,21.0,0.0,64,0
281,84,1,1.0,1.0,35,0
232,21,3,47.0,322.0,55,0
328,84,1,4.0,1.0,42,0
276,94,1,3.0,0.0,36,0
486,100,6,46.0,10.0,49,0
170,21,1,1.0,1.0,56,0
475,84,1,1.0,1.0,35,0
475,84,4,142.0,40.0,51,1
170,84,1,2.0,1.0,61,0
51,84,2,9.0,0.0,55,0
343,0,195,3247.0,2062.0,46,0
479,84,1,1.0,1.0,53,0
418,84,2,3.0,3.0,61,0
212,84,1,12.0,20.0,52,0
212,84,1,2.0,1.0,58,0
366,84,1,3.0,1.0,55,0
110,1,1,1.0,0.0,33,0
533,90,1,55.0,0.0,49,0
285,1,1,1.0,0.0,33,0
291,84,1,34.0,27.0,40,0
266,84,2,12.0,9.0,51,0
211,84,1,1.0,1.0,71,0
366,84,1,3.0,1.0,55,0
533,90,1,55.0,0.0,49,0
266,84,2,12.0,9.0,51,0
328,84,1,1.0,1.0,19,0
327,84,1,2.0,2.0,50,0
479,84,1,1.0,1.0,74,0
479,84,1,1.0,1.0,44,0
484,84,1,1.0,1.0,54,0
479,84,1,1.0,1.0,53,0
343,0,61,561.0,438.0,46,0
1,84,2,53.0,0.0,45,0
521,84,1,1.0,1.0,48,0
80,84,2,41.0,2.0,56,0
212,84,1,2.0,1.0,58,0
281,84,1,1.0,1.0,35,0
232,21,3,47.0,322.0,55,0
328,84,1,4.0,1.0,42,0
276,94,1,1.0,0.0,36,0
327,84,2,21.0,0.0,64,0
486,100,6,46.0,10.0,49,0
207,81,1,1.0,1.0,52,1
343,0,175,4709.0,2088.0,46,0
328,84,1,1.0,1.0,19,0
356,90,1,6.0,10.0,96,1
26,84,1,11.0,3.0,40,0
553,84,1,2.0,2.0,47,0
553,0,1,11.0,0.0,31,0
212,84,1,1.0,0.0,51,0
533,84,1,3.0,2.0,42,0
447,1,1,1.0,0.0,51,0
170,84,1,1.0,1.0,66,0
328,84,1,1.0,0.0,49,0
484,84,1,1.0,1.0,54,0
479,84,1,1.0,1.0,46,0
228,84,1,1.0,1.0,59,0
533,90,1,56.0,0.0,49,0
328,84,1,1.0,1.0,49,0
533,84,1,3.0,2.0,42,0
285,1,1,1.0,0.0,33,0
26,84,1,11.0,3.0,40,0
513,84,1,2.0,1.0,51,0
291,84,1,37.0,30.0,40,0
266,84,2,12.0,9.0,51,0
356,90,1,6.0,10.0,96,0
212,84,1,1.0,0.0,51,0
447,1,1,1.0,0.0,51,0
42,84,1,16.0,11.0,59,0
80,84,2,41.0,2.0,56,0
170,96,6,151.0,38.0,63,1
328,84,1,1.0,0.0,49,0
49,84,2,18.0,1.0,49,0
484,84,1,1.0,1.0,54,0
26,84,2,52.0,0.0,48,0
212,84,1,5.0,0.0,53,0
91,0,1,11.0,0.0,40,0
91,84,1,1.0,1.0,51,0
281,84,1,1.0,1.0,35,0
533,84,1,2.0,2.0,58,0
276,94,1,3.0,0.0,36,0
328,84,1,4.0,1.0,42,0
279,84,1,6.0,1.0,63,0
486,100,7,212.0,13.0,49,0
327,84,2,21.0,0.0,64,0
228,84,2,3.0,3.0,67,0
533,84,1,3.0,1.0,51,0
170,84,1,1.0,0.0,70,0
228,84,2,14.0,2.0,64,0
110,90,1,2.0,2.0,69,0
221,84,1,1.0,1.0,31,0
328,84,1,1.0,0.0,33,0
579,84,1,28.0,11.0,72,0
380,97,1,2.0,0.0,49,0
141,84,1,25.0,0.0,43,0
120,84,1,7.0,1.0,55,0
328,84,1,14.0,1.0,47,0
141,84,1,29.0,0.0,43,0
120,84,1,7.0,1.0,55,0
141,97,1,22.0,0.0,83,0
98,84,1,1.0,1.0,63,0
98,1,1,1.0,0.0,42,0
141,97,1,25.0,3.0,83,0
170,84,1,2.0,1.0,56,0
399,84,1,1.0,1.0,70,0
57,84,1,1.0,1.0,45,0
57,0,1,11.0,0.0,38,0
57,84,1,1.0,1.0,45,0
57,0,1,11.0,0.0,38,0
33,84,1,1.0,1.0,42,0
330,84,2,7.0,4.0,45,0
502,84,2,6.0,5.0,67,0
222,84,1,1.0,1.0,67,0
461,84,3,5.0,4.0,39,0
107,84,2,22.0,3.0,58,1
266,84,2,26.0,6.0,61,0
328,84,1,18.0,12.0,46,0
26,84,1,1.0,1.0,69,1
291,0,7,428.0,9551.0,36,0
475,97,1,1.0,1.0,66,0
563,97,6,57.0,26.0,66,1
439,84,1,8.0,1.0,48,0
65,32,9,359.0,0.0,49,0
65,84,1,2.0,2.0,59,0
65,97,3,19.0,7.0,55,1
17,84,2,89.0,1.0,66,0
344,105,0,0.0,0.0,58,0
438,97,8,167.0,48.0,56,0
438,0,6,239.0,220.0,74,1
438,0,6,59.0,54.0,66,1
438,30,8,32.0,9.0,54,1
438,0,28,780.0,391.0,85,1
438,52,5,91.0,66.0,69,0
438,0,4,58.0,13.0,69,0
298,0,1,2.0,2.0,77,0
17,84,2,103.0,9.0,63,1
89,84,2,4.0,1.0,53,0
128,21,4,48.0,19.0,48,0
266,84,2,176.0,7.0,60,1
373,84,1,4.0,1.0,69,1
1,97,3,30.0,8.0,43,0
276,84,2,2.0,2.0,82,0
276,84,2,194.0,0.0,48,0
470,84,1,4.0,10.0,52,1
470,84,1,3.0,3.0,60,1
470,84,2,7.0,2.0,61,0
470,32,2,9.0,2.0,43,0
470,0,1,2.0,0.0,43,0
470,30,5,75.0,9.0,54,1
470,100,4,52.0,6.0,50,0
470,97,2,10.0,4.0,40,0
356,84,1,6.0,5.0,57,0
328,84,1,9.0,2.0,33,1
604,84,1,15.0,6.0,37,0
475,103,4,6.0,13.0,39,1
212,84,1,2.0,1.0,56,0
533,84,1,2.0,2.0,62,0
217,84,1,1.0,1.0,50,0
428,84,1,1.0,0.0,40,0
441,1,7,49.0,6.0,56,1
1,97,3,72.0,1.0,50,0
217,84,1,6.0,2.0,67,0
604,30,2,46.0,0.0,65,0
357,84,1,1.0,0.0,53,0
395,84,1,1.0,1.0,33,0
328,84,3,27.0,11.0,41,0
387,84,1,11.0,1.0,50,0
384,84,1,7.0,0.0,58,0
244,97,1,1.0,0.0,41,0
10,84,1,6.0,3.0,83,0
107,84,1,6.0,3.0,39,0
58,84,2,5.0,3.0,39,1
58,84,1,1.0,1.0,37,0
107,84,2,14.0,12.0,80,1
444,84,1,2.0,2.0,61,0
438,97,1,1.0,1.0,48,0
444,84,1,10.0,7.0,67,0
387,97,14,407.0,15.0,47,1
387,30,3,29.0,2.0,54,0
387,84,4,6.0,13.0,57,1
416,0,1,1.0,1.0,48,0
40,0,1,2.0,2.0,58,0
40,0,7,41.0,1.0,54,0
8,16,1,3.0,0.0,45,0
62,84,2,6.0,6.0,44,0
72,0,1,11.0,0.0,31,0
228,84,3,73.0,7.0,61,0
604,97,1,1.0,1.0,57,0
547,97,5,33.0,9.0,57,1
44,84,1,1.0,1.0,40,0
291,84,1,2.0,2.0,42,0
579,97,8,45.0,34.0,60,1
327,84,3,41.0,7.0,42,0
609,97,18,148.0,16.0,51,0
246,30,21,355.0,13.0,47,0
246,97,3,20.0,1.0,62,1
26,84,1,1.0,0.0,44,0
244,84,4,79.0,20.0,59,0
597,84,2,8.0,0.0,33,0
352,94,1,1.0,1.0,74,0
513,84,6,48.0,39.0,47,1
328,84,1,1.0,1.0,42,0
291,97,21,40.0,40.0,29,1
525,84,3,42.0,15.0,36,0
416,0,7,80.0,22.0,45,1
89,84,2,16.0,16.0,64,0
144,84,1,2.0,0.0,55,0
604,84,1,16.0,8.0,76,0
416,84,1,1.0,0.0,67,0
51,84,1,2.0,0.0,65,0
212,84,1,2.0,25.0,72,0
170,84,1,2.0,0.0,59,0
604,97,6,31.0,9.0,58,0
484,97,1,6.0,4.0,49,0
484,84,2,48.0,31.0,58,1
344,105,0,0.0,0.0,74,0
438,0,12,312.0,260.0,70,1
438,30,9,246.0,137.0,57,1
438,84,1,1.0,0.0,45,0
438,84,2,5.0,10.0,62,0
438,52,2,24.0,43.0,61,0
438,52,2,13.0,24.0,60,0
525,97,1,4.0,0.0,44,0
336,97,3,7.0,3.0,49,0
525,97,5,57.0,19.0,41,0
44,84,1,32.0,31.0,47,0
44,84,1,3.0,3.0,64,0
384,84,1,41.0,40.0,31,0
384,84,1,114.0,86.0,55,1
579,84,1,1.0,0.0,65,0
476,84,1,3.0,4.0,68,0
48,21,1,10.0,4.0,66,0
550,21,2,14.0,1.0,40,0
484,84,3,5.0,5.0,36,0
344,105,0,0.0,0.0,71,0
424,97,7,115.0,66.0,49,1
424,97,2,90.0,12.0,60,0
113,0,4,70.0,70.0,64,0
113,84,4,77.0,4.0,55,0
113,84,2,24.0,3.0,79,0
311,97,2,26.0,3.0,40,0
311,97,4,28.0,22.0,54,0
266,84,4,31.0,10.0,62,1
266,84,5,306.0,18.0,71,0
555,0,10,364.0,322.0,44,0
384,84,1,3.0,3.0,48,0
328,84,2,723.0,1706.0,34,1
480,84,1,18.0,18.0,59,0
461,0,2,10.0,0.0,31,0
579,84,2,17.0,2.0,58,0
189,84,6,10.0,7.0,80,0
336,97,2,1.0,1.0,57,0
525,101,18,28.0,13.0,62,0
525,97,7,116.0,17.0,41,0
51,84,1,1.0,1.0,63,0
170,84,1,1.0,1.0,50,0
336,97,1,6.0,6.0,38,0
276,84,1,2.0,2.0,50,0
276,97,6,19.0,19.0,57,0
276,97,3,46.0,8.0,55,1
181,97,1,1.0,0.0,44,0
428,84,1,2.0,0.0,49,0
328,84,1,1.0,1.0,37,0
1,84,2,10.0,10.0,51,1
311,97,4,76.0,6.0,42,0
344,105,0,0.0,0.0,69,0
113,97,3,53.0,78.0,50,0
113,97,2,24.0,12.0,71,1
113,97,2,9.0,10.0,46,0
438,30,3,105.0,0.0,62,0
125,84,1,1.0,1.0,63,0
125,43,4,33.0,6.0,54,0
438,97,3,68.0,68.0,55,0
336,97,3,4.0,4.0,56,0
212,84,2,24.0,0.0,62,0
79,84,1,1.0,1.0,94,0
373,84,3,18.0,1.0,50,0
212,84,1,1.0,1.0,43,0
428,97,1,1.0,1.0,43,0
358,84,1,5.0,0.0,50,0
217,84,1,5.0,3.0,35,0
344,105,0,0.0,0.0,51,0
432,84,2,10.0,3.0,53,0
249,97,1,3.0,3.0,110,0
475,84,1,20.0,12.0,49,0
579,0,3,7.0,11.0,42,0
579,0,9,22.0,44.0,66,0
579,90,15,8.0,8.0,52,0
579,1,8,157.0,1.0,58,0
579,1,5,81.0,1.0,60,0
579,1,6,47.0,2.0,51,0
579,1,7,138.0,1.0,56,1
579,1,6,157.0,2.0,58,0
579,1,5,49.0,2.0,60,1
579,1,5,140.0,1.0,59,1
579,1,5,145.0,1.0,54,0
579,1,6,178.0,1.0,54,1
579,1,9,112.0,1.0,56,0
579,1,9,177.0,1.0,59,0
579,1,4,35.0,1.0,53,0
579,97,16,66.0,49.0,60,1
579,0,10,33.0,46.0,38,0
387,0,10,163.0,130.0,71,0
579,0,3,2.0,2.0,70,0
387,97,2,64.0,22.0,59,0
387,97,4,66.0,12.0,39,0
387,30,1,18.0,8.0,57,0
387,30,1,2.0,2.0,48,0
387,97,2,16.0,31.0,36,0
65,97,7,324.0,183.0,34,0
65,97,1,2.0,12.0,38,0
65,97,2,8.0,8.0,42,0
65,97,2,23.0,32.0,39,0
399,97,11,58.0,103.0,40,1
416,1,1,7.0,1.0,52,0
416,84,1,2.0,2.0,37,0
44,84,1,1.0,1.0,55,0
249,84,4,92.0,8.0,66,0
212,42,2,40.0,11.0,61,1
533,84,1,6.0,0.0,48,0
543,97,4,68.0,7.0,73,0
44,84,2,6.0,6.0,46,0
328,84,1,1.0,1.0,36,0
328,84,1,1.0,0.0,46,0
181,97,1,3.0,0.0,51,0
395,30,5,20.0,21.0,35,0
395,97,8,32.0,23.0,67,1
395,30,2,23.0,0.0,42,0
40,97,1,4.0,0.0,73,0
395,97,12,207.0,24.0,52,1
395,97,6,112.0,2.0,43,0
395,1,17,190.0,71.0,62,1
367,97,1,1.0,1.0,47,0
367,97,5,125.0,10.0,55,0
311,97,1,1.0,0.0,56,0
533,84,1,5.0,0.0,75,0
563,84,1,1.0,1.0,100,0
70,84,3,11.0,2.0,42,0
344,0,0,0.0,0.0,63,0
46,76,1,6.0,3.0,68,0
212,84,1,2.0,1.0,50,0
48,84,2,6.0,1.0,55,1
432,94,1,14.0,29.0,63,0
232,84,1,1.0,1.0,70,0
591,84,1,3.0,0.0,57,0
510,84,4,7.0,6.0,41,0
438,0,1,5.0,0.0,35,0
438,30,2,64.0,0.0,36,1
438,99,3,120.0,107.0,62,1
438,31,3,400.0,195.0,76,1
429,84,4,13.0,6.0,45,1
358,84,1,3.0,3.0,41,0
344,105,0,0.0,0.0,48,0
479,49,2,57.0,0.0,71,0
249,84,1,8.0,1.0,86,0
228,84,1,1.0,1.0,35,0
279,84,1,1.0,1.0,77,0
476,97,26,47.0,90.0,58,1
148,84,1,3.0,3.0,69,0
107,84,1,13.0,9.0,69,0
361,0,2,17.0,3.0,30,0
533,84,1,1.0,1.0,65,0
395,84,2,8.0,3.0,49,0
395,97,3,49.0,44.0,50,0
395,97,4,100.0,13.0,41,0
476,97,2,14.0,2.0,66,1
525,84,1,3.0,1.0,45,0
40,97,1,1.0,1.0,69,0
40,97,1,1.0,0.0,57,0
107,84,1,2.0,6.0,51,0
291,84,9,7.0,9.0,65,0
1,84,1,38.0,19.0,59,0
533,84,1,1.0,1.0,34,0
302,97,2,410.0,0.0,58,0
432,97,26,90.0,47.0,49,0
311,97,6,486.0,60.0,61,0
455,84,2,6.0,1.0,64,0
328,84,1,1.0,1.0,44,0
484,84,1,1.0,1.0,54,0
502,2,2,13.0,13.0,68,0
502,2,3,23.0,23.0,65,0
461,84,1,3.0,16.0,63,0
461,97,4,12.0,0.0,37,0
604,30,71,283.0,167.0,35,1
604,97,1,84.0,69.0,62,0
328,84,1,21.0,11.0,27,1
181,84,1,16.0,16.0,38,0
328,84,1,7.0,7.0,28,0
328,84,1,2.0,0.0,45,0
432,84,1,4.0,5.0,62,0
291,1,1,1.0,1.0,48,0
579,84,1,6.0,0.0,34,0
387,84,17,49.0,47.0,50,0
395,97,12,148.0,121.0,69,1
438,97,2,23.0,8.0,39,0
604,84,1,1.0,1.0,52,1
344,105,0,0.0,0.0,84,0
6,97,3,80.0,5.0,51,0
444,30,1,8.0,3.0,68,0
444,30,2,16.0,4.0,52,0
444,97,4,90.0,0.0,50,0
275,30,2,29.0,1.0,72,0
275,97,6,52.0,3.0,49,0
275,97,2,79.0,1.0,59,0
275,30,1,5.0,2.0,59,0
275,84,1,3.0,1.0,60,0
461,84,1,1.0,1.0,42,0
473,30,16,84.0,25.0,67,0
566,84,2,6.0,6.0,54,0
217,97,1,5.0,0.0,35,0
26,84,1,1.0,1.0,54,0
1,84,1,4.0,0.0,57,0
1,97,1,3.0,3.0,46,0
1,61,7,139.0,37.0,53,1
555,0,8,36.0,126.0,45,0
555,30,1,89.0,0.0,45,0
1,30,1,398.0,1.0,45,0
555,30,2,261.0,5.0,52,0
6,97,2,38.0,35.0,57,0
6,84,1,2.0,4.0,50,0
1,30,7,1090.0,15.0,50,1
1,84,1,5.0,5.0,48,0
609,84,1,21.0,11.0,47,0
228,84,1,1.0,1.0,46,0
95,84,2,10.0,1.0,80,1
113,30,1,4.0,0.0,34,0
475,84,3,19.0,24.0,46,1
475,84,1,3.0,0.0,64,0
475,97,1,1.0,1.0,57,0
475,97,2,5.0,1.0,65,0
475,97,1,5.0,7.0,32,0
475,84,1,1.0,0.0,46,0
475,84,1,2.0,1.0,65,0
475,84,1,1.0,1.0,58,0
475,97,4,170.0,69.0,59,1
486,100,7,212.0,13.0,49,1
170,84,1,3.0,2.0,61,0
202,84,1,1.0,1.0,33,0
202,0,1,11.0,0.0,26,0
327,84,1,3.0,0.0,57,0
217,104,1,9.0,1.0,39,0
579,0,1,13.0,0.0,65,0
395,97,1,1.0,1.0,49,0
416,0,2,24.0,24.0,39,0
395,48,28,53.0,57.0,26,0
395,0,9,2.0,89.0,29,0
373,84,1,2.0,2.0,58,0
44,84,3,14.0,6.0,38,0
432,84,1,1.0,1.0,62,0
26,84,1,1.0,3.0,55,0
95,84,1,1.0,1.0,35,0
579,0,1,11.0,2.0,63,0
26,84,2,24.0,20.0,57,0
26,84,1,3.0,1.0,60,0
328,84,1,1.0,1.0,36,0
51,97,4,41.0,0.0,55,0
328,84,1,4.0,4.0,43,1
212,84,1,2.0,2.0,63,0
344,0,0,0.0,0.0,44,0
107,97,21,700.0,195.0,39,1
107,97,3,16.0,15.0,68,0
107,97,2,11.0,3.0,60,0
250,30,1,3.0,0.0,46,0
384,97,1,7.0,0.0,84,0
373,84,1,2.0,2.0,47,0
373,84,2,12.0,5.0,59,0
563,30,12,648.0,8.0,63,0
217,94,1,10.0,5.0,44,0
212,84,2,13.0,2.0,53,0
432,84,4,4.0,0.0,56,0
88,84,1,22.0,14.0,50,0
384,84,1,1.0,1.0,62,0
328,84,1,1.0,1.0,49,0
563,84,1,2.0,2.0,59,0
444,97,14,60.0,49.0,45,0
135,97,1,9.0,1.0,96,0
436,84,1,1.0,1.0,45,1
308,97,2,4.0,3.0,59,0
367,97,1,3.0,3.0,68,0
367,97,1,1.0,1.0,64,0
212,84,1,7.0,3.0,40,0
328,84,1,1.0,1.0,49,1
365,97,1,2.0,2.0,58,0
563,30,27,160.0,127.0,70,1
357,84,1,2.0,0.0,53,0
328,84,1,7.0,1.0,53,0
328,84,1,4.0,0.0,44,0
228,84,1,1.0,1.0,51,0
491,84,1,1.0,1.0,69,0
228,84,1,2.0,2.0,62,0
416,0,2,15.0,1.0,45,0
510,97,17,333.0,58.0,45,1
403,97,2,24.0,5.0,43,0
170,84,1,1.0,1.0,62,0
510,32,1,8.0,0.0,64,0
479,84,1,3.0,1.0,73,0
479,84,1,1.0,0.0,45,0
525,100,5,48.0,16.0,61,0
344,84,0,0.0,0.0,73,0
328,84,1,1.0,0.0,31,0
62,97,12,68.0,76.0,69,1
65,97,6,220.0,28.0,36,0
510,84,1,1.0,0.0,68,0
170,84,1,1.0,1.0,41,0
170,84,1,2.0,1.0,56,0
273,84,1,1.0,1.0,82,0
327,84,4,29.0,5.0,52,0
513,89,18,607.0,29.0,69,1
609,0,1,1.0,1.0,55,0
609,0,5,12.0,9.0,70,1
65,97,2,17.0,7.0,64,0
563,84,1,1.0,2.0,84,0
510,84,1,10.0,5.0,67,0
328,84,1,2.0,1.0,46,0
327,84,1,2.0,2.0,50,0
6,84,2,4.0,4.0,41,0
475,84,3,7.0,7.0,55,0
461,97,1,1.0,1.0,59,0
461,84,1,1.0,1.0,59,0
249,84,3,42.0,40.0,52,0
275,97,9,300.0,170.0,61,0
328,84,1,1.0,1.0,39,0
327,84,2,32.0,3.0,52,0
510,97,1,1.0,1.0,66,0
244,1,1,4.0,3.0,36,0
244,0,2,4.0,4.0,50,0
249,84,1,5.0,0.0,45,0
576,97,2,24.0,52.0,60,0
576,97,2,26.0,47.0,59,0
438,97,3,33.0,33.0,80,0
113,84,2,23.0,5.0,48,0
609,84,2,4.0,4.0,53,0
461,84,2,5.0,5.0,40,0
609,30,2,6.0,6.0,63,0
461,97,5,28.0,28.0,28,1
149,21,1,1.0,0.0,43,0
170,96,2,2.0,2.0,52,1
212,84,1,12.0,19.0,52,0
360,84,3,24.0,6.0,50,0
360,84,2,51.0,0.0,41,0
29,84,1,21.0,0.0,28,0
87,84,1,1.0,1.0,46,0
479,84,4,45.0,6.0,44,0
212,84,2,8.0,6.0,58,1
199,97,4,12.0,28.0,61,0
475,84,4,142.0,41.0,51,0
26,84,1,1.0,1.0,42,0
533,84,2,54.0,9.0,41,0
533,84,1,4.0,1.0,54,0
533,84,1,1.0,1.0,51,0
418,84,2,3.0,3.0,61,0
344,0,0,0.0,0.0,60,0
107,0,20,731.0,369.0,68,1
51,97,3,54.0,3.0,39,0
388,0,3,1.0,264.0,56,0
388,0,7,6.0,838.0,49,0
291,66,1,2.0,0.0,43,0
387,84,1,6.0,0.0,59,0
95,84,1,1.0,1.0,50,0
276,84,1,102.0,89.0,37,1
367,97,2,2.0,0.0,37,0
199,30,2,18.0,0.0,61,1
528,97,10,43.0,44.0,39,0
107,0,6,8.0,8.0,46,1
107,0,15,22.0,115.0,61,0
107,97,1,22.0,27.0,50,1
152,97,3,33.0,33.0,71,0
95,84,2,31.0,0.0,58,0
579,84,1,4.0,1.0,68,0
51,84,2,9.0,0.0,55,0
95,84,1,1.0,1.0,60,1
95,84,1,6.0,24.0,68,1
244,84,2,12.0,2.0,51,0
17,94,1,30.0,2.0,68,1
17,84,1,8.0,7.0,60,0
17,84,1,3.0,3.0,55,0
291,84,4,11.0,10.0,27,0
479,84,1,1.0,1.0,49,0
549,84,2,9.0,3.0,36,0
328,84,1,3.0,2.0,52,0
212,84,3,9.0,2.0,62,0
110,1,1,1.0,0.0,33,0
438,30,5,53.0,54.0,61,0
438,0,6,204.0,198.0,67,1
438,52,4,146.0,45.0,66,1
438,97,10,13.0,82.0,55,0
438,0,25,658.0,621.0,69,1
438,84,1,4.0,1.0,70,0
438,52,11,383.0,93.0,70,1
513,84,3,621.0,12.0,46,1
479,86,1,1.0,1.0,55,0
604,84,1,1.0,1.0,41,0
17,84,2,8.0,4.0,54,0
26,84,2,4.0,2.0,64,0
533,90,1,56.0,0.0,49,1
328,84,1,1.0,1.0,49,0
86,84,7,34.0,32.0,66,1
327,84,2,3.0,3.0,47,0
26,84,2,52.0,0.0,48,0
7,84,1,1.0,1.0,49,0
107,84,2,19.0,14.0,46,1
58,84,1,1.0,1.0,47,1
95,84,1,2.0,2.0,63,0
461,84,1,2.0,1.0,66,0
266,84,1,5.0,1.0,53,0
228,84,1,7.0,3.0,40,0
579,97,1,56.0,4.0,68,0
579,0,2,51.0,35.0,72,1
579,0,2,35.0,36.0,63,0
579,0,1,50.0,96.0,63,0
579,84,1,3.0,3.0,66,0
51,84,1,4.0,1.0,58,1
51,97,1,11.0,11.0,36,0
51,97,3,4.0,4.0,83,0
51,99,1,7.0,0.0,58,0
51,97,6,88.0,2.0,37,0
51,97,9,158.0,4.0,59,1
51,0,5,192.0,108.0,37,0
51,97,4,41.0,21.0,55,0
51,97,1,1.0,1.0,49,0
51,97,7,24.0,8.0,47,1
51,0,2,2.0,23.0,44,0
51,0,3,150.0,143.0,32,0
249,1,1,18.0,0.0,47,0
364,84,2,4.0,4.0,93,0
533,72,1,2.0,2.0,55,0
49,84,1,4.0,0.0,38,0
291,84,1,38.0,31.0,40,0
597,84,1,1.0,7.0,47,0
329,84,1,1.0,1.0,59,0
26,84,1,2.0,0.0,66,0
26,84,1,11.0,3.0,40,0
328,84,1,3.0,1.0,54,0
285,1,1,1.0,0.0,33,0
212,84,1,1.0,1.0,49,0
470,96,1,1.0,1.0,29,0
428,30,1,1.0,0.0,49,0
175,30,1,4.0,4.0,69,0
604,84,1,1.0,1.0,38,0
428,97,1,2.0,1.0,55,1
329,84,1,1.0,1.0,65,0
438,84,1,1.0,1.0,71,0
479,84,2,55.0,1.0,58,1
479,97,2,79.0,2.0,60,1
244,1,5,213.0,4.0,28,0
244,1,9,617.0,18.0,21,1
244,1,1,43.0,5.0,32,0
295,0,4,27.0,0.0,32,0
244,97,2,270.0,156.0,32,1
271,0,2,22.0,0.0,48,0
249,84,2,6.0,5.0,97,0
249,21,2,3.0,2.0,74,0
395,0,1,40.0,0.0,43,0
553,84,2,12.0,1.0,47,0
212,84,1,1.0,0.0,51,0
604,0,1,5.0,2.0,49,0
212,84,1,1.0,1.0,49,0
275,84,1,2.0,1.0,47,0
329,84,1,4.0,1.0,33,0
479,84,4,4.0,4.0,61,0
399,30,13,219.0,78.0,63,1
17,84,6,158.0,5.0,44,0
252,66,1,1.0,1.0,60,0
464,84,1,1.0,1.0,70,0
266,84,1,6.0,4.0,51,1
311,97,2,10.0,11.0,41,0
331,84,1,4.0,3.0,45,0
525,84,1,1.0,8.0,49,0
327,84,2,4.0,5.0,49,0
470,84,1,2.0,2.0,54,0
559,84,1,2.0,0.0,56,0
428,84,1,1.0,1.0,60,0
533,0,1,2.0,1.0,60,0
330,84,2,7.0,4.0,45,0
502,84,2,6.0,5.0,67,0
438,96,1,1.0,1.0,57,0
327,84,2,40.0,3.0,50,0
10,84,1,3.0,2.0,69,0
327,84,2,35.0,4.0,57,0
170,84,1,2.0,0.0,40,1
153,0,1,11.0,0.0,28,0
26,84,1,3.0,4.0,52,1
470,84,1,1.0,1.0,41,0
327,84,2,5.0,2.0,62,0
33,96,1,2.0,1.0,60,0
327,84,2,35.0,4.0,57,0
153,0,1,11.0,0.0,28,0
