author,comment,changed files,lines added,lines deleted,msg_len,buggy
26,84,2,62.0,2.0,56,0
510,84,1,17.0,2.0,49,0
276,84,2,36.0,3.0,53,0
319,84,2,8.0,20.0,46,0
319,10,1,6.0,5.0,49,0
152,84,1,8.0,2.0,57,0
152,84,1,1.0,1.0,48,0
152,84,1,3.0,3.0,79,0
87,105,0,0.0,0.0,50,0
241,94,1,4.0,6.0,42,0
308,84,1,1.0,1.0,42,0
476,84,1,2.0,3.0,59,1
328,84,1,2.0,2.0,50,0
498,84,1,21.0,21.0,46,0
328,84,1,67.0,42.0,25,1
471,84,1,1.0,1.0,43,0
328,84,1,1.0,1.0,52,0
244,84,1,11.0,0.0,52,0
244,84,6,218.0,131.0,66,1
244,84,3,24.0,2.0,69,0
276,84,2,9.0,3.0,53,0
221,32,4,4.0,0.0,52,0
438,84,2,27.0,8.0,47,0
461,84,2,8.0,6.0,69,1
461,84,6,18.0,9.0,54,0
461,103,1,49.0,1.0,40,0
461,97,2,69.0,24.0,64,0
328,84,1,1.0,1.0,21,0
79,0,1,1.0,1.0,22,0
48,84,1,5.0,3.0,51,0
579,84,1,26.0,15.0,68,1
252,84,1,3.0,1.0,57,0
252,97,2,3.0,2.0,46,0
428,84,1,2.0,1.0,46,0
513,84,1,1.0,1.0,66,0
291,84,1,1.0,1.0,37,1
491,96,1,1.0,0.0,68,0
217,49,4,24.0,26.0,28,0
86,84,1,1.0,1.0,46,0
34,1,17,4855.0,0.0,30,0
373,84,9,49.0,45.0,68,1
373,84,1,1.0,1.0,33,0
373,84,1,2.0,0.0,41,0
373,84,2,63.0,10.0,59,1
241,84,4,35.0,10.0,36,0
513,84,1,1.0,1.0,52,0
241,84,2,12.0,2.0,32,0
373,84,3,21.0,1.0,77,0
579,84,2,10.0,9.0,62,0
538,84,1,1.0,1.0,53,1
513,84,1,12.0,11.0,79,0
513,84,1,12.0,8.0,61,0
142,84,1,3.0,1.0,81,0
387,84,1,13.0,3.0,65,0
387,103,2,13.0,6.0,67,0
319,84,2,28.0,4.0,57,0
276,84,2,37.0,49.0,65,0
332,84,1,2.0,2.0,43,0
291,84,1,1.0,1.0,34,0
291,0,14,131.0,145.0,34,1
291,84,1,1.0,1.0,26,0
26,84,1,1.0,1.0,46,0
538,84,1,1.0,1.0,64,0
491,84,1,7.0,3.0,57,0
491,84,1,17.0,11.0,56,0
586,84,3,6.0,3.0,49,0
44,21,1,5.0,0.0,44,0
252,97,1,1.0,1.0,56,0
373,94,1,1.0,1.0,47,0
373,84,3,43.0,4.0,53,1
170,84,5,57.0,0.0,71,0
432,84,1,1.0,1.0,57,0
432,84,2,17.0,4.0,53,0
432,84,2,12.0,3.0,63,0
373,84,4,97.0,4.0,64,1
360,84,1,2.0,0.0,54,0
266,84,2,144.0,2.0,53,0
328,84,1,1.0,1.0,29,0
207,84,2,33.0,4.0,67,0
470,84,2,1.0,2.0,48,0
579,90,1,3.0,4.0,58,0
276,84,3,17.0,9.0,65,1
302,1,8,472.0,0.0,51,0
26,84,1,2.0,1.0,63,0
217,84,13,26.0,23.0,50,1
586,84,1,1.0,1.0,55,0
252,30,1,5.0,0.0,46,0
302,84,1,2.0,0.0,67,0
387,94,1,1.0,1.0,67,0
244,84,1,2.0,2.0,30,0
228,84,1,6.0,1.0,38,0
252,84,1,1.0,1.0,60,0
520,84,1,2.0,2.0,70,0
525,84,1,4.0,0.0,47,0
461,84,2,13.0,11.0,41,0
319,84,2,2.0,7.0,70,0
319,84,4,53.0,1.0,60,1
118,84,1,3.0,0.0,57,0
484,61,1,1.0,1.0,60,0
476,97,1,7.0,3.0,50,0
476,84,3,12.0,6.0,46,0
237,84,2,16.0,25.0,62,1
217,84,2,16.0,20.0,37,0
152,84,1,4.0,4.0,56,0
217,84,8,63.0,20.0,49,1
244,84,1,1.0,8.0,39,0
389,13,2,49.0,0.0,61,0
525,61,1,1.0,1.0,57,0
249,84,1,43.0,43.0,44,0
249,1,1,185.0,168.0,49,0
470,84,2,87.0,10.0,55,0
318,97,1,1.0,1.0,60,0
276,84,1,2.0,1.0,65,0
276,84,2,140.0,4.0,42,0
170,84,1,3.0,3.0,39,0
170,84,1,1.0,0.0,58,0
170,84,1,1.0,1.0,44,0
171,84,0,0.0,0.0,71,0
537,84,1,8.0,2.0,59,0
537,84,1,3.0,0.0,69,0
221,97,2,21.0,25.0,44,0
51,84,1,1.0,1.0,38,1
389,97,4,18.0,14.0,24,0
344,84,0,0.0,0.0,63,0
275,84,1,5.0,5.0,40,0
275,84,9,486.0,190.0,63,1
525,84,1,8.0,4.0,40,1
275,84,2,13.0,1.0,62,0
525,84,1,1.0,1.0,41,0
525,84,1,1.0,1.0,57,0
275,84,3,7.0,9.0,55,0
275,84,3,21.0,9.0,57,0
389,84,1,2.0,0.0,78,0
389,84,1,7.0,6.0,68,0
389,84,1,4.0,2.0,46,0
389,84,1,1.0,1.0,49,0
389,84,1,1.0,0.0,47,0
389,84,1,2.0,0.0,48,0
389,84,1,1.0,0.0,55,0
513,84,2,49.0,2.0,48,0
579,84,1,1.0,1.0,62,0
53,97,1,8.0,6.0,58,0
53,84,9,89.0,35.0,58,1
369,21,3,32.0,0.0,55,0
155,0,0,0.0,0.0,0,0
468,0,1,0.0,0.0,1,0
249,97,1,1.0,1.0,57,0
347,84,4,43.0,25.0,53,0
276,84,2,32.0,1.0,72,1
291,84,1,1.0,1.0,45,0
249,84,1,1.0,3.0,74,0
291,84,3,9.0,12.0,50,1
236,0,1,15.0,0.0,31,0
6,84,4,40.0,2.0,60,0
231,84,1,2.0,1.0,57,0
26,84,2,75.0,1.0,53,1
26,84,2,2.0,2.0,51,0
579,84,4,24.0,7.0,65,1
579,84,1,1.0,1.0,68,0
231,84,1,5.0,4.0,38,0
484,97,1,1.0,1.0,66,0
513,84,2,27.0,16.0,42,1
26,96,1,1.0,1.0,44,0
513,84,1,4.0,1.0,52,0
17,84,5,73.0,1.0,55,0
87,84,1,1.0,0.0,55,0
86,84,1,1.0,0.0,55,0
432,84,4,63.0,0.0,69,0
597,84,1,1.0,1.0,39,0
357,84,2,1.0,1.0,60,0
461,84,1,3.0,2.0,44,0
17,84,1,1.0,0.0,30,0
17,84,2,39.0,2.0,51,0
275,84,4,83.0,12.0,52,0
579,84,1,1.0,1.0,58,0
579,84,1,9.0,10.0,50,0
357,84,1,6.0,8.0,42,0
484,84,1,1.0,1.0,54,0
232,84,1,1.0,1.0,54,0
275,84,2,41.0,4.0,40,0
432,84,3,121.0,8.0,69,0
390,94,1,9.0,3.0,81,0
390,84,3,89.0,0.0,64,0
390,84,1,3.0,3.0,58,0
513,84,1,8.0,2.0,57,0
428,97,2,2.0,1.0,56,0
428,84,1,1.0,0.0,42,0
222,97,1,13.0,6.0,54,0
513,84,3,42.0,2.0,79,0
513,21,1,1.0,1.0,52,0
416,84,2,38.0,2.0,36,0
44,84,1,6.0,4.0,39,0
276,84,1,19.0,3.0,55,0
95,84,2,20.0,2.0,67,1
513,84,1,24.0,9.0,71,0
328,84,1,2.0,2.0,27,0
579,84,1,1.0,1.0,59,0
579,84,1,3.0,1.0,66,0
579,84,2,6.0,2.0,60,0
29,84,2,21.0,1.0,69,0
573,84,1,4.0,3.0,51,0
389,84,1,6.0,3.0,38,1
389,84,1,7.0,4.0,54,0
328,84,1,2.0,2.0,33,0
276,84,1,2.0,1.0,44,0
319,84,2,3.0,20.0,46,0
513,84,1,3.0,2.0,79,0
319,84,7,68.0,1.0,58,0
319,84,1,2.0,0.0,51,0
604,84,8,52.0,39.0,69,0
432,84,1,2.0,0.0,59,0
432,84,1,10.0,0.0,69,0
389,84,1,17.0,12.0,72,0
389,84,1,1.0,0.0,38,0
86,84,1,1.0,1.0,56,0
573,84,2,2.0,2.0,46,0
122,21,1,5.0,1.0,59,1
122,0,1,11.0,0.0,35,0
26,84,1,6.0,0.0,52,0
26,84,1,22.0,20.0,40,0
513,84,1,19.0,0.0,49,0
525,84,2,38.0,1.0,44,0
597,97,1,8.0,0.0,48,0
597,84,1,1.0,1.0,49,0
597,84,3,14.0,4.0,35,0
356,97,2,27.0,1.0,66,0
356,97,2,20.0,2.0,59,0
44,84,2,15.0,35.0,36,1
44,84,3,10.0,10.0,47,0
319,84,1,17.0,15.0,64,1
344,0,0,0.0,0.0,62,0
461,84,1,3.0,3.0,67,0
579,84,3,18.0,18.0,67,0
461,84,1,14.0,7.0,57,0
432,84,2,31.0,10.0,55,0
510,84,1,1.0,1.0,50,0
510,84,1,1.0,1.0,70,1
510,84,1,3.0,1.0,46,0
428,84,1,1.0,1.0,42,0
170,84,1,6.0,0.0,50,0
513,84,2,6.0,4.0,54,0
427,96,1,1.0,1.0,57,0
319,84,1,2.0,12.0,70,0
428,84,1,1.0,1.0,55,0
461,84,1,8.0,5.0,65,0
510,84,5,118.0,109.0,70,0
231,84,2,11.0,0.0,56,1
319,84,1,1.0,8.0,52,0
319,84,1,6.0,0.0,55,0
319,84,1,2.0,1.0,55,0
525,97,1,4.0,2.0,55,0
319,84,3,79.0,0.0,71,0
328,84,1,5.0,1.0,26,0
28,84,2,20.0,0.0,49,0
387,0,3,5.0,62.0,47,0
291,97,4,6.0,24.0,44,0
291,21,3,4.0,4.0,32,0
241,84,1,1.0,1.0,40,0
237,97,1,7.0,0.0,62,0
461,84,2,2.0,1.0,47,0
87,84,1,5.0,11.0,50,0
461,84,1,3.0,1.0,34,0
373,84,1,8.0,15.0,47,0
546,97,1,1.0,1.0,43,0
87,84,1,1.0,0.0,39,0
46,84,1,1.0,1.0,65,0
328,84,1,2.0,0.0,24,0
26,84,2,14.0,2.0,53,0
432,84,2,3.0,2.0,40,0
319,84,1,5.0,1.0,63,0
87,87,1,10.0,9.0,50,0
87,84,1,1.0,0.0,42,0
513,84,2,2.0,2.0,69,0
546,84,1,1.0,1.0,42,1
579,84,2,19.0,2.0,56,0
461,61,1,2.0,1.0,62,0
276,84,1,6.0,2.0,46,0
513,84,2,49.0,1.0,37,0
389,84,2,13.0,1.0,32,0
389,84,1,3.0,3.0,40,0
461,84,1,9.0,3.0,56,0
291,97,1,1.0,1.0,43,1
387,84,1,1.0,1.0,64,0
387,84,1,5.0,1.0,67,0
217,90,1,2.0,2.0,67,0
484,84,19,23.0,23.0,36,0
207,84,1,1.0,1.0,32,0
217,21,3,3.0,3.0,45,0
513,97,3,9.0,0.0,49,0
311,85,1,1.0,1.0,45,0
513,84,1,12.0,8.0,61,0
217,84,2,2.0,6.0,68,0
149,72,1,3.0,6.0,47,0
431,84,1,2.0,0.0,52,0
431,0,1,1.0,0.0,38,0
217,84,1,2.0,1.0,67,1
51,84,2,24.0,12.0,60,0
26,90,6,30.0,6.0,91,0
559,84,1,1.0,0.0,47,0
416,84,2,37.0,13.0,51,0
513,84,1,1.0,2.0,50,0
470,84,1,7.0,1.0,46,1
58,34,1,36.0,0.0,63,0
513,84,2,165.0,10.0,58,1
387,21,1,1.0,0.0,39,0
461,72,1,11.0,12.0,36,0
328,84,1,1.0,1.0,43,0
328,30,1,5.0,0.0,42,0
328,84,3,17.0,1.0,42,0
328,84,1,1.0,1.0,44,0
373,84,1,8.0,8.0,29,1
373,84,4,11.0,2.0,57,0
373,84,4,49.0,1.0,48,0
428,84,1,1.0,1.0,37,1
525,84,1,1.0,1.0,55,0
513,84,1,2.0,2.0,50,0
428,84,2,3.0,2.0,48,0
513,84,2,6.0,4.0,55,1
328,84,1,2.0,2.0,60,0
428,84,1,1.0,0.0,53,0
51,84,2,9.0,4.0,38,0
169,84,1,5.0,2.0,42,0
221,84,1,6.0,2.0,31,0
169,84,1,5.0,11.0,46,0
295,84,4,19.0,10.0,52,1
428,21,1,1.0,1.0,42,0
20,97,1,22.0,14.0,58,0
20,0,1,27.0,20.0,47,0
207,84,1,1.0,1.0,49,0
513,84,1,43.0,0.0,60,0
203,97,1,1.0,0.0,41,0
513,0,1,12.0,9.0,37,0
432,84,1,1.0,0.0,61,0
513,97,1,1.0,1.0,56,0
513,84,1,1.0,1.0,58,0
152,84,2,3.0,3.0,61,1
266,84,1,1.0,1.0,57,1
266,84,1,3.0,2.0,47,0
120,84,1,17.0,7.0,37,1
349,84,20,50.0,0.0,59,0
349,84,4,12.0,6.0,38,0
152,84,1,1.0,1.0,76,0
276,84,1,1.0,1.0,37,1
513,84,2,44.0,49.0,57,1
513,84,1,6.0,1.0,60,0
388,104,1,4.0,2.0,54,0
228,84,2,13.0,0.0,63,1
217,84,1,4.0,4.0,44,0
217,84,1,5.0,5.0,59,1
33,0,1,20.0,4.0,47,0
51,84,1,1.0,7.0,38,1
244,84,4,56.0,5.0,45,0
291,0,58,7260.0,913.0,34,1
291,0,26,1272.0,0.0,52,0
428,84,1,1.0,1.0,51,0
559,84,1,1.0,1.0,53,0
513,84,1,1.0,1.0,67,0
428,21,1,1.0,1.0,46,0
21,84,4,4.0,4.0,41,0
440,84,1,2.0,2.0,62,0
546,97,1,1.0,1.0,53,0
149,17,1,5.0,0.0,62,0
279,84,1,1.0,1.0,45,0
266,84,1,2.0,2.0,47,0
559,30,1,6.0,2.0,45,0
497,84,1,1.0,1.0,51,0
160,97,1,1.0,1.0,44,0
318,84,1,2.0,2.0,38,0
207,97,2,12.0,1.0,58,1
513,21,1,1.0,1.0,39,0
559,84,23,36.0,36.0,46,1
318,97,2,1.0,2.0,71,0
357,84,1,1.0,1.0,41,0
389,97,1,1.0,1.0,71,0
375,84,1,2.0,2.0,40,0
559,97,2,3.0,1.0,64,0
373,84,3,9.0,2.0,57,0
149,18,1,29.0,0.0,33,1
319,84,1,6.0,1.0,50,0
33,84,1,3.0,1.0,31,0
207,84,1,1.0,1.0,39,0
207,84,1,1.0,1.0,57,0
207,84,1,4.0,4.0,47,0
215,0,1,18.0,0.0,29,0
207,97,1,1.0,0.0,39,0
428,61,1,1.0,1.0,60,1
513,84,1,2.0,1.0,29,0
6,71,1,10.0,0.0,39,0
436,84,2,3.0,3.0,59,0
315,1,3,121.0,1.0,47,0
387,0,9,11.0,11.0,64,0
387,97,12,24.0,46.0,57,1
423,97,7,11.0,10.0,57,1
87,0,1,1.0,1.0,12,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
228,84,1,4.0,1.0,40,0
319,84,1,4.0,2.0,44,1
276,84,2,30.0,1.0,54,0
276,84,3,55.0,22.0,80,1
579,84,1,8.0,2.0,70,1
15,84,1,2.0,2.0,66,0
438,84,1,1.0,1.0,54,0
152,90,1,1.0,1.0,61,0
149,17,1,6.0,0.0,33,0
144,42,2,48.0,1.0,53,1
17,84,2,68.0,26.0,53,0
327,84,1,1.0,1.0,50,0
276,84,2,63.0,1.0,85,1
387,84,1,2.0,5.0,51,0
343,0,215,2664.0,2663.0,46,0
319,84,1,1.0,0.0,74,1
183,84,2,38.0,6.0,44,0
344,0,0,0.0,0.0,66,0
17,84,5,99.0,33.0,60,1
17,21,2,27.0,0.0,61,0
17,84,1,4.0,6.0,63,0
228,84,1,4.0,1.0,81,0
459,84,1,7.0,0.0,57,0
328,84,1,4.0,0.0,47,0
579,84,2,39.0,18.0,57,0
327,84,3,21.0,1.0,51,0
51,89,3,109.0,4.0,46,1
1,61,4,54.0,6.0,54,1
228,96,1,2.0,2.0,48,0
276,84,3,12.0,4.0,51,0
328,84,2,16.0,1.0,42,0
387,84,1,2.0,1.0,54,0
440,97,1,32.0,25.0,56,1
343,0,150,3137.0,1457.0,46,0
328,84,1,2.0,1.0,30,0
343,0,146,4199.0,1076.0,46,0
42,84,1,6.0,1.0,47,0
357,84,2,22.0,0.0,58,1
266,84,2,288.0,29.0,36,0
276,84,2,37.0,12.0,59,0
291,84,1,1.0,1.0,49,0
291,84,2,2.0,2.0,48,0
291,84,2,3.0,3.0,41,0
291,84,1,2.0,2.0,41,1
291,84,1,1.0,1.0,41,1
276,84,4,122.0,13.0,53,1
1,84,2,41.0,3.0,56,0
1,84,1,3.0,3.0,50,0
244,84,2,59.0,0.0,37,0
467,84,1,2.0,2.0,57,0
207,0,1,9.0,6.0,37,0
207,84,2,49.0,3.0,48,1
357,84,1,4.0,2.0,41,0
328,84,2,5.0,0.0,53,1
241,84,1,6.0,6.0,48,0
327,84,1,1.0,1.0,52,0
276,84,2,24.0,0.0,35,0
244,84,1,11.0,1.0,38,0
277,21,1,1.0,0.0,40,0
311,97,2,3.0,3.0,61,0
87,105,0,0.0,0.0,50,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
319,84,1,1.0,1.0,52,0
559,84,1,1.0,1.0,52,0
87,84,1,14.0,0.0,57,0
87,105,0,0.0,0.0,50,0
266,84,1,1.0,1.0,68,0
110,0,1,5.0,2.0,36,0
0,0,1,15.0,0.0,38,0
87,105,0,0.0,0.0,55,0
87,105,0,0.0,0.0,55,0
276,84,1,3.0,2.0,47,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
416,0,65,6684.0,0.0,24,0
276,84,3,12.0,8.0,92,0
471,84,1,2.0,2.0,51,0
207,84,1,1.0,1.0,58,0
276,84,1,15.0,14.0,57,0
327,84,1,5.0,3.0,53,0
380,84,1,1.0,1.0,69,0
357,84,2,1.0,1.0,60,0
387,28,3,22.0,1.0,58,0
87,105,0,0.0,0.0,50,0
87,105,0,0.0,0.0,53,0
87,94,1,1.0,1.0,52,0
14,84,1,2.0,2.0,60,0
87,84,1,3.0,1.0,76,0
87,105,0,0.0,0.0,50,1
87,24,1,1.0,0.0,62,0
87,105,0,0.0,0.0,55,1
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
241,84,4,50.0,5.0,47,0
87,105,0,0.0,0.0,50,0
403,97,1,1.0,1.0,47,0
87,105,0,0.0,0.0,55,1
232,30,1,7.0,0.0,41,0
373,84,3,28.0,15.0,60,0
343,0,233,3628.0,1905.0,46,0
276,84,1,1.0,1.0,42,0
346,84,2,25.0,0.0,77,0
346,97,1,3.0,0.0,63,0
556,84,1,9.0,9.0,58,1
329,0,1,1.0,1.0,6,0
266,84,5,374.0,55.0,54,1
343,0,95,1183.0,738.0,46,0
266,84,1,1.0,1.0,39,0
266,84,1,7.0,0.0,61,0
266,84,1,22.0,4.0,50,1
266,84,1,1.0,1.0,55,0
87,105,0,0.0,0.0,55,0
189,97,1,8.0,14.0,85,0
479,84,2,4.0,0.0,52,0
144,84,1,2.0,1.0,77,0
190,84,1,2.0,1.0,47,0
343,0,150,3358.0,2062.0,46,0
328,84,1,5.0,2.0,36,0
428,21,1,3.0,3.0,55,0
26,96,2,2.0,2.0,58,0
1,84,1,3.0,0.0,43,1
1,84,2,13.0,14.0,37,1
318,21,1,4.0,1.0,48,0
389,84,2,13.0,1.0,32,0
389,84,1,3.0,3.0,40,0
461,84,1,9.0,3.0,56,0
276,84,1,6.0,2.0,46,0
295,84,2,20.0,1.0,43,0
279,97,2,18.0,0.0,41,0
291,97,1,1.0,1.0,43,1
87,84,1,2.0,2.0,50,0
87,105,0,0.0,0.0,50,0
172,30,1,2.0,3.0,46,0
279,0,1,1.0,0.0,42,0
279,84,3,3.0,3.0,57,0
203,84,1,2.0,1.0,46,0
318,97,1,2.0,2.0,53,0
318,97,1,1.0,2.0,38,0
149,97,1,1.0,1.0,45,0
358,84,1,1.0,1.0,40,0
580,84,1,1.0,1.0,49,0
580,0,1,11.0,0.0,29,0
87,105,0,0.0,0.0,55,1
241,97,1,18.0,1.0,35,0
241,97,7,10.0,10.0,50,1
241,97,1,2.0,85.0,44,0
241,84,9,9.0,9.0,46,1
241,97,10,55.0,68.0,34,0
241,108,9,77.0,179.0,47,1
241,0,19,75.0,54.0,46,1
241,0,3,23.0,17.0,65,0
241,71,1,2.0,2.0,36,0
177,0,1,9.0,0.0,26,0
241,84,102,911.0,904.0,48,1
87,105,0,0.0,0.0,55,1
476,97,1,6.0,1.0,54,0
318,97,3,3.0,0.0,57,0
561,1,1,12.0,0.0,25,0
476,0,95,16.0,14574.0,39,1
525,84,2,3.0,2.0,48,0
222,97,2,85.0,0.0,60,0
475,84,1,15.0,1.0,53,0
319,84,1,1.0,1.0,51,0
17,84,2,67.0,1.0,65,0
432,18,1,6.0,2.0,41,0
17,84,2,58.0,1.0,49,0
250,84,2,8.0,1.0,62,0
495,84,1,1.0,0.0,54,0
14,84,3,3.0,3.0,64,0
26,84,1,1.0,1.0,51,0
328,84,1,2.0,0.0,51,0
170,84,2,4.0,2.0,73,0
26,84,1,19.0,0.0,32,0
26,84,2,4.0,1.0,67,0
266,84,1,17.0,10.0,62,0
3,84,1,1.0,1.0,64,0
87,84,1,7.0,0.0,38,0
329,84,1,1.0,1.0,78,0
328,84,1,2.0,2.0,40,0
448,84,4,5.0,5.0,63,0
87,105,0,0.0,0.0,55,0
353,84,2,7.0,6.0,49,0
387,42,6,71.0,6.0,59,0
291,0,182,22458.0,20415.0,39,1
87,91,1,1.0,1.0,36,0
87,105,0,0.0,0.0,55,1
319,84,1,1.0,1.0,65,0
87,105,0,0.0,0.0,50,0
389,84,1,1.0,0.0,29,0
384,96,1,1.0,1.0,53,0
385,0,0,0.0,0.0,13,0
373,84,4,32.0,4.0,67,0
228,84,2,4.0,4.0,88,0
170,61,1,1.0,1.0,83,0
384,96,1,1.0,1.0,53,0
266,84,1,6.0,3.0,65,1
555,21,1,1.0,1.0,52,0
555,84,4,8.0,4.0,65,0
343,0,75,910.0,690.0,46,0
328,84,1,2.0,0.0,39,1
197,30,1,1.0,0.0,53,0
197,0,1,11.0,0.0,26,0
87,105,0,0.0,0.0,55,0
377,1,1,1.0,0.0,32,1
377,0,1,11.0,0.0,39,0
222,21,4,57.0,4.0,73,0
17,84,2,175.0,164.0,54,0
343,0,65,1360.0,745.0,46,0
40,84,1,2.0,0.0,53,0
412,84,2,5.0,2.0,50,0
495,84,1,8.0,2.0,70,0
579,49,1,11.0,1.0,59,1
329,97,1,3.0,6.0,47,0
87,84,1,1.0,1.0,59,0
87,105,0,0.0,0.0,50,0
87,84,1,3.0,3.0,50,0
87,84,1,2.0,2.0,32,0
87,105,0,0.0,0.0,55,1
252,30,1,2.0,1.0,48,0
266,84,1,4.0,2.0,50,1
295,84,3,93.0,0.0,45,1
295,84,2,103.0,1.0,65,0
411,84,1,1.0,0.0,68,0
169,84,1,2.0,2.0,37,1
328,84,1,4.0,1.0,28,0
510,84,1,7.0,0.0,48,0
109,84,2,13.0,3.0,58,1
532,84,2,2.0,1.0,54,0
109,84,1,1.0,0.0,53,1
109,84,2,3.0,1.0,61,1
109,84,1,1.0,0.0,50,1
411,97,1,1.0,1.0,35,0
87,105,0,0.0,0.0,53,0
319,84,1,4.0,0.0,69,1
361,84,1,3.0,6.0,52,0
26,84,2,53.0,2.0,69,0
319,84,1,2.0,2.0,50,0
328,84,1,6.0,0.0,31,0
276,84,1,5.0,2.0,48,1
328,84,3,4.0,2.0,30,0
87,84,1,2.0,2.0,32,0
87,105,0,0.0,0.0,50,0
17,90,2,64.0,1.0,69,0
311,84,1,3.0,1.0,36,0
244,21,1,1.0,1.0,48,0
579,84,3,223.0,223.0,55,0
113,84,1,1.0,3.0,44,0
579,13,12,301.0,19.0,51,1
579,84,1,12.0,6.0,55,0
344,105,0,0.0,0.0,43,0
344,105,0,0.0,0.0,52,0
51,0,1,12.0,6.0,35,1
51,0,1,3.0,1.0,41,0
51,0,1,4.0,1.0,29,0
416,0,3,4.0,2.0,39,0
416,0,3,15.0,4.0,28,1
51,84,1,2.0,2.0,27,0
416,0,1,2.0,2.0,39,0
416,0,1,7.0,4.0,35,0
416,0,1,1.0,0.0,34,0
416,0,2,9.0,8.0,31,0
416,0,2,14.0,8.0,32,0
416,0,2,3.0,3.0,29,0
416,0,5,21.0,10.0,39,1
416,0,34,792.0,361.0,24,1
416,0,4,21.0,3.0,40,1
416,0,5,26.0,25.0,34,1
416,0,4,131.0,26.0,39,1
416,0,53,937.0,380.0,26,1
416,1,7,187.0,0.0,47,1
555,100,2,59.0,60.0,49,0
438,61,2,2.0,1.0,67,0
555,100,2,26.0,36.0,46,0
305,84,3,34.0,43.0,69,1
305,97,15,141.0,89.0,68,1
543,84,4,30.0,25.0,67,1
438,84,3,40.0,13.0,60,1
438,84,1,7.0,6.0,74,0
438,84,1,7.0,0.0,68,0
95,40,1,4.0,1.0,44,0
597,84,2,2.0,2.0,29,0
597,84,3,69.0,1.0,41,0
597,84,2,9.0,2.0,48,1
597,21,1,4.0,4.0,45,0
597,84,1,3.0,5.0,47,0
432,30,7,153.0,48.0,67,1
463,84,1,1.0,0.0,57,0
358,94,1,24.0,0.0,51,0
604,97,10,116.0,25.0,97,1
48,84,1,1.0,0.0,47,0
470,97,2,101.0,85.0,47,1
373,84,1,1.0,1.0,47,0
373,84,1,2.0,0.0,50,0
373,84,1,2.0,0.0,57,0
373,84,1,2.0,1.0,52,0
373,84,1,4.0,0.0,61,1
373,84,2,70.0,74.0,52,1
373,84,4,182.0,11.0,30,1
597,30,1,1.0,0.0,45,0
556,63,1,5.0,0.0,63,0
556,21,1,1.0,1.0,62,0
358,84,2,30.0,0.0,47,0
86,84,1,1.0,1.0,45,1
476,84,1,1.0,1.0,59,0
222,84,2,85.0,0.0,60,1
365,97,7,117.0,13.0,57,0
1,97,1,1.0,1.0,58,0
6,66,4,102.0,1.0,58,1
344,105,0,0.0,0.0,67,0
438,84,3,9.0,2.0,69,1
438,84,2,8.0,2.0,55,0
438,84,2,5.0,1.0,35,0
438,84,3,5.0,5.0,61,0
438,84,1,1.0,1.0,76,0
17,21,2,11.0,3.0,64,1
597,84,1,2.0,3.0,52,0
357,97,4,118.0,7.0,42,1
479,84,1,2.0,3.0,45,0
479,84,1,8.0,0.0,55,0
479,84,3,52.0,22.0,57,1
358,84,4,67.0,1.0,71,0
40,97,1,3.0,0.0,39,0
181,97,4,24.0,7.0,66,1
275,84,1,2.0,0.0,41,0
48,0,1,142.0,0.0,34,0
48,97,1,9.0,1.0,37,0
555,84,1,11.0,0.0,42,0
555,52,6,17.0,24.0,54,0
555,97,20,211.0,180.0,36,1
555,84,2,8.0,6.0,34,1
555,30,7,40.0,27.0,40,0
555,97,5,88.0,25.0,41,1
555,30,2,13.0,8.0,69,0
344,84,0,0.0,0.0,56,0
344,105,0,0.0,0.0,39,0
597,97,1,11.0,1.0,35,1
44,84,1,1.0,0.0,42,0
223,30,4,85.0,0.0,77,1
223,97,2,15.0,1.0,63,1
438,97,4,204.0,172.0,53,0
223,97,3,5.0,5.0,40,0
44,84,1,5.0,0.0,46,1
470,84,1,1.0,1.0,51,0
302,84,1,2.0,2.0,91,0
604,97,8,83.0,6.0,69,0
241,84,2,2.0,2.0,36,0
367,97,4,17.0,48.0,52,0
475,84,1,27.0,3.0,40,0
461,84,1,2.0,2.0,68,0
461,97,4,4.0,4.0,24,0
357,84,1,21.0,15.0,47,0
357,84,1,11.0,1.0,45,1
357,84,1,3.0,1.0,47,0
357,84,1,6.0,1.0,46,0
579,42,1,3.0,3.0,64,0
579,2,1,4.0,2.0,66,0
579,84,5,10.0,14.0,50,0
470,97,1,7.0,6.0,51,0
586,84,2,5.0,5.0,48,0
579,84,3,66.0,66.0,39,1
461,84,1,2.0,2.0,27,0
344,35,0,0.0,0.0,49,0
525,84,2,72.0,1.0,53,0
525,90,1,13.0,2.0,63,0
389,84,1,2.0,2.0,58,1
438,84,3,31.0,24.0,64,0
58,1,6,234.0,0.0,69,1
58,1,10,157.0,0.0,70,1
438,30,4,203.0,0.0,42,1
58,30,4,217.0,3.0,46,1
438,97,18,144.0,38.0,43,1
58,97,1,2.0,0.0,47,0
438,84,1,4.0,2.0,54,1
275,84,1,1.0,0.0,48,0
438,84,1,3.0,2.0,74,0
438,84,1,1.0,1.0,54,0
438,84,6,31.0,29.0,81,1
