56715df691f,Jorge Pinna Puissant,Tue Mar 17 19:17:48 2020,[FIX] account: date of currency exchange reversal,1,4,1
c01d282f25d,Andrea Grazioso (agr-odoo),Thu Mar 19 18:43:20 2020,"[FIX] account,web: specify viewID when redirecting",1,24,8
0dc858923c8,Nicolas Lempereur,Tue Mar 24 17:21:32 2020,"[FIX] translate.py,web: aria-label qweb translation and export",2,2,2
57283f213ee,lejeune quentin,Tue Mar 24 16:38:51 2020,[FIX] hw_posbox_homepage: Fix default server value in steps by steps wizard,1,1,1
3b93e3a70a2,Luis González,Mon Mar 16 02:58:43 2020,[FIX] web: Add missing aria attributes to selectable menu items,2,5,4
c4d2464133f,Jorge Pinna Puissant,Mon Mar 23 20:44:40 2020,[FIX] account: partner last_time_entries_checked not been updated,1,1,1
f66b8d6503d,Odoo's Mergebot,Tue Mar 24 14:34:45 2020,force rebuild, ,,
e02f016743c,jvm-odoo,Tue Mar 17 12:35:40 2020,[FIX] web: fix no currency in calendar view,3,15,2
d50eae4c76a,fw-bot,Tue Mar 3 21:17:36 2020,[FIX] account: Exclude journal entries from account.move.line,1,1,1
4429d6dea41,Odoo Translation Bot,Sun Mar 22 07:34:01 2020,[I18N] Update translation terms from Transifex,17,96,64
8670488d702,Swapnesh Shah,Sat Mar 21 23:24:53 2020,[FIX] odoo_referral: correct module category,1,1,1
64c0b47c0e8,Luis González,Mon Mar 16 02:58:43 2020,[FIX] web: Add missing aria attributes to selectable menu items,1,2,2
ae37f83f62b,svs-odoo,Tue Mar 24 20:37:26 2020,[FIX] stock: picking operation kanban mobile,1,3,1
ba168144a57,svs-odoo,Tue Mar 24 20:31:06 2020,[FIX] stock_picking_batch: kanban view for picking,1,1,1
0f3d0f0aa08,Nicolas Lempereur,Tue Mar 24 17:21:32 2020,"[FIX] translate.py,web: aria-label qweb translation and export",2,2,2
f8a5366ea65,Andrea Grazioso (agr-odoo),Mon Mar 23 18:57:22 2020,[FIX] sale: fix amount in Sales Report,1,1,1
9ebc6f2bfd9,Andrea Grazioso (agr-odoo),Fri Mar 20 14:44:18 2020,[FIX] base_vat: skip compacting if not vat of the country,2,18,4
345f6eafa44,Nicolas Lempereur,Fri Mar 20 16:46:57 2020,[FIX] base: cut multipage multi-documents on top heading,1,16,6
a864edce91f,alt-odoo,Wed Mar 25 02:18:25 2020,[FIX] l10n_fr: broken module installation,1,2,
aeeca616170,Nicolas Lempereur,Fri Mar 20 16:46:57 2020,[FIX] base: cut multipage multi-documents on top heading,1,16,6
29969c553a3,Nicolas Martinelli,Fri Mar 20 20:47:01 2020,[FIX] payment_sips: rounding error,1,1,1
189a79020f9,Nicolas Martinelli,Fri Mar 20 20:47:01 2020,[FIX] payment_sips: rounding error,1,1,1
06e0e48217f,Jeremy Kersten,Mon Mar 2 19:44:18 2020,[FIX] website: make handle_visibility private,7,66,16
6fb03e4b437,Andrea Grazioso (agr-odoo),Mon Mar 9 16:36:59 2020,[FIX] crm: fix default reply-to to catchall,2,15,2
7189111a73b,lejeune quentin,Fri Mar 6 18:16:49 2020,[FIX] hw_posbox_homepage: Fix IoT auto-upgrade,3,14,3
ab5bde6e9ab,Luis González,Sun Mar 22 05:13:29 2020,"[FIX] web,mail: Harmful or incomplete aria-label attributes",4,8,7
867de2bad3f,Andrea Grazioso (agr-odoo),Thu Mar 19 18:43:20 2020,"[FIX] account,web: specify viewID when redirecting",1,24,8
567399b86e5,Nicolas Martinelli,Wed Feb 26 13:14:16 2020,"[FIX] account, point_of_sale: incorrect rounding",3,111,10
de97286cee0,Pedro M. Baeza,Thu Mar 19 18:12:05 2020,"[FIX] l10n_es: Avoid account.invoice.tax fragmentation on IVA exento""""",1,4,
95a5a78fc25,Jorge Pinna Puissant,Tue Mar 17 19:17:48 2020,[FIX] account: date of currency exchange reversal,1,4,1
03f95d1803a,Andrea Grazioso (agr-odoo),Thu Mar 19 18:43:20 2020,"[FIX] account,mail,web: specify viewID when redirecting",4,12,4
6b6b11ea2f8,Nicolas Lempereur,Tue Mar 24 17:21:32 2020,"[FIX] translate.py,web: aria-label qweb translation and export",2,2,2
839539c2b10,Jorge Pinna Puissant,Mon Mar 23 20:44:40 2020,[FIX] account: partner last_time_entries_checked not been updated,1,1,1
55374e8ec76,Luis González,Mon Mar 16 02:58:43 2020,[FIX] web: Add missing aria attributes to selectable menu items,3,9,8
90ef28e1c5f,Swapnesh Shah,Sun Mar 8 18:04:07 2020,[FIX] doc: update links,1,2,2
2a36c684bb3,Benjamin Vray,Wed Feb 12 21:34:23 2020,[FIX] web_editor: get size of resizable elements on mouse down,1,3,
7f709f219dd,Andrea Grazioso (agr-odoo),Fri Mar 20 19:08:32 2020,[FIX] account: fix edit permission for draft invoices,1,1,1
da81abd991e,Nicolas Martinelli,Fri Mar 20 20:47:01 2020,[FIX] payment_sips: rounding error,1,1,1
dddf8fb798f,Odoo Translation Bot,Sun Mar 22 06:39:49 2020,[I18N] Update translation terms from Transifex,60,873,298
fd0ca98d8c1,fja-odoo,Fri Mar 20 20:26:11 2020,[FIX] web: change invalid font awesome icon,2,2,2
640a4279931,Jorge Pinna Puissant,Wed Mar 18 19:33:41 2020,[FIX] sale_timesheet: error when change the project and task of a  timesheet line,2,10,2
de58d6494b4,Swapnesh Shah,Sun Jan 26 21:05:18 2020,[FIX] product_email_template: use correct parameter for notification layout,1,5,1
36c2c7f04cc,Xavier Morel,Mon Mar 16 13:52:28 2020,[IMP] core: cutoff imports after some number of errors,2,24,1
940cc76ef3f,Swapnesh Shah,Thu Mar 19 22:16:24 2020,[FIX] website: make company required on website config,1,1,1
b317d9bef32,Pedro M. Baeza,Thu Mar 19 18:12:05 2020,"[FIX] l10n_es: Avoid account.invoice.tax fragmentation on IVA exento""""",1,4,
7ea2f7beea4,Goffin Simon,Thu Mar 19 19:30:16 2020,"[FIX] point_of_sale, product, sale: Re-invoicing policy",1,5,
b1d92aeba0a,Romain Derie,Wed Mar 18 17:00:46 2020,[FIX] website_event: restore edit menu choice,2,3,2
46da9c495e2,Benjamin Vray,Wed Feb 12 21:34:23 2020,[FIX] web_editor: get size of resizable elements on mouse down,1,3,
3ad88ab993a,Andrea Grazioso (agr-odoo),Fri Mar 20 19:08:32 2020,[FIX] account: fix edit permission for draft invoices,1,1,1
b4a986ad5f1,Andrea Grazioso (agr-odoo),Mon Mar 9 16:36:59 2020,[FIX] crm: fix default reply-to to catchall,2,15,2
c2b1d90e250,Pedro M. Baeza,Thu Mar 19 18:12:05 2020,"[FIX] l10n_es: Avoid account.invoice.tax fragmentation on IVA exento""""",1,4,
f2b9bdf7b2b,Goffin Simon,Thu Mar 19 13:16:47 2020,[FIX] account_voucher: Pay now or later Steps to reproduce the bug:,1,1,1
2c59d3a53af,Jorge Pinna Puissant,Wed Mar 18 18:49:38 2020,[FIX] fields: no keyword arguments in string.translate in Python 3.5,1,1,1
585715699c6,Xavier Morel,Thu Mar 19 12:13:46 2020,[FIX] core: incorrect behaviour of d310b3ef / #47660,1,4,1
b97b4f42179,Cedric Snauwaert,Wed Feb 5 20:47:39 2020,[FIX] account: don't recompute ending balance of last statement,2,19,6
6673d23cfde,Cedric Snauwaert,Tue Feb 4 20:12:16 2020,[FIX] account: fix rounding error in is_valid_balance_start check,2,9,1
47e412ab73b,Xavier Morel,Thu Mar 19 12:13:46 2020,[FIX] core: incorrect behaviour of d310b3ef / #47660,1,4,1
3ae54b6416a,Xavier Morel,Mon Mar 16 13:52:28 2020,[IMP] core: cutoff imports after some number of errors,2,22,1
e608e68ff9e,Simon Lejeune,Wed Mar 18 14:39:58 2020,[FIX] stock_dropshipping: double sequence,1,1,1
9dec93f268f,Olivier Dony,Wed Mar 18 04:55:18 2020,[FIX] website_forum: fix permissions for tag notifs,1,1,1
9a9909c43ca,jvm-odoo,Wed Mar 18 12:57:57 2020,[FIX] web: fix traceback when using date custom filter on mobile,1,1,1
556f5adb5d8,Lavish Chhatwani,Tue Mar 3 16:52:05 2020,[FIX] website_slides: avoid trying to browse categories in frontend player,1,3,3
4a7219a17dd,Denis Ledoux,Wed Mar 18 04:16:22 2020,[FIX] base: fix oversight during fp #47851,1,1,1
e80582840eb,Denis Ledoux,Wed Feb 26 14:46:01 2020,[FIX] base: validate `ir.ui.view` xml on re-enabling,2,50,1
d93ccdc5a25,Swapnesh Shah,Sat Mar 14 21:16:10 2020,[FIX] account: Compute root with single character code,1,1,1
1b75b21d922,Yannick Tivisse,Tue Mar 24 16:28:27 2020,[FIX] odoo_referral: Fix undeterministic crashing bug,1,3,1
39d75891ced,Jorge Pinna Puissant,Mon Mar 23 20:44:40 2020,[FIX] account: partner last_time_entries_checked not been updated,1,1,1
a40f4586eb2,Goffin Simon,Wed Mar 18 14:07:10 2020,[FIX] website_event: Ordering more tickets than available seats,4,24,4
010961ee3ea,Dhruv Patel,Thu Mar 12 15:41:22 2020,[FIX] web: autocomplete not opened on text paste using mouse,2,30,1
15e0026bdea,Hiral Bhavsar,Tue Mar 19 11:44:40 2019,[IMP] l10n_xx: auto apply fiscal positions,20,212,21
7516d84e59c,William Henrotin,Fri Mar 13 18:38:05 2020,[FIX] purchase: ensure all vendor bills are gathered from purchase order,2,43,
653e1a422d0,Thibault Francois,Fri Feb 28 19:38:53 2020,[FIX] purchase: purchase user should be able to create vendors bills,4,118,2
8be6e7a1b37,Paul Morelle,Fri Mar 13 15:06:36 2020,[FIX] account: ensure followers are internal users,3,130,3
47796aee882,Swapnesh Shah,Mon Mar 16 21:59:03 2020,[FIX] stock: Display date in user's timezone and lang format,1,2,1
06f8bcce319,Quentin Nicolay,Mon Mar 16 21:35:24 2020,"[FIX] account: load more"" button in manual reconciliation""",1,4,4
b6b660b0625,Swapnesh Shah,Fri Mar 6 22:41:24 2020,[FIX] website_event_track: fix kanban state position on form view,1,1,1
cea712a5127,Nicolas Martinelli,Wed Mar 11 15:32:10 2020,[FIX] purchase: invoice status,1,5,1
cd5c23c229c,Benjamin Frantzen (bfr),Thu Jan 2 20:26:55 2020,[ADD] odoo_referral: Link to odoo referral platform,14,216,
edb5f63f5cd,jev-odoo,Fri Jan 31 19:34:26 2020,[FIX] account: More information when missing account,2,15,3
87b9a128223,Tonow-c2c,Wed Dec 4 18:05:54 2019,[FIX] sale: change the date to isoformat to be serializable,1,10,6
b17729ff700,Aaron Bohy,Wed Mar 18 19:00:08 2020,[FIX] stock: don't write stuff in session.user_context,1,1,1
ed4df890acc,alt-odoo,Mon Mar 2 22:23:18 2020,[FIX] l10n_fr: adapt French COA data to include subaccounts of 608,1,40,
18e6341dbfa,jvm-odoo,Fri Mar 13 19:29:45 2020,"[FIX] web, purchase, sale: fix no currency in calendar view",4,32,26
d310b3ef578,Xavier Morel,Mon Mar 16 13:52:28 2020,[IMP] core: cutoff imports after some number of errors,2,22,1
7aa652f5fdf,Pierre Masereel,Thu Nov 21 19:14:46 2019,[IMP] point_of_sale: Use the cash rounding in the pos,19,585,52
61b1bafef13,Denis Ledoux,Wed Feb 26 14:46:01 2020,[FIX] base: validate `ir.ui.view` xml on re-enabling,2,50,1
5d9d5d0367e,Quentin Nicolay,Mon Mar 16 21:35:24 2020,"[FIX] account: load more"" button in manual reconciliation""",1,4,4
03d01052c45,William Henrotin,Tue Mar 10 16:05:23 2020,[IMP] account: check access right before posting invoice,2,6,3
b83ebbb06b4,svs-odoo,Tue Mar 10 18:40:09 2020,[FIX] stock: don't validate WH/OUT/0005,3,17,11
cec9cf3334b,svs-odoo,Fri Mar 6 21:07:43 2020,[IMP] stock: add barcode for small refrigerator,1,1,
1c37badbc70,Swapnesh Shah,Sun Mar 8 18:04:04 2020,[FIX] doc: update links,1,2,2
c8217080d96,jerome hanke (jhk),Wed Feb 26 18:01:41 2020,[FIX] web: export of id from grouped elements does not fail,1,3,1
677401bd0be,Simon Lejeune,Mon Mar 23 14:34:34 2020,[FIX] stock_account: performance of _run_fifo,1,1,1
6b20a824130,Martin Trigaux,Mon Mar 16 14:36:16 2020,[FIX] base: proper unlink of abtract model,3,26,1
ce219b8375d,Nicolas Martinelli,Mon Mar 23 17:44:09 2020,"[FIX] mrp, mrp_subcontracting: clean-up routes at uninstall",4,30,
e5353ff3859,Benjamin Vray,Wed Feb 12 21:34:23 2020,[FIX] web_editor: get size of resizable elements on mouse down,1,3,
1b830bf1c72,fja-odoo,Fri Mar 20 20:26:11 2020,[FIX] web: change invalid font awesome icon,2,2,2
c78070dc22f,Rémi Rahir,Thu Mar 12 19:57:36 2020,[FIX] iap: limit force_create at last step,1,17,14
0319b5d5bf2,Damien Bouvy,Mon Mar 23 12:31:13 2020,[FIX] sale: correct dependency for SO line currency,1,1,1
94b944d0315,Swapnesh Shah,Sun Jan 26 23:44:31 2020,[FIX] account: Set accounting_date readonly when confirmed,1,2,1
4df8d145c34,william,Mon Mar 23 13:40:28 2020,[FIX] l10n_lu: wrong account type details,1,4,4
60f9cea444d,Nicolas Martinelli,Fri Mar 20 20:47:01 2020,[FIX] payment_sips: rounding error,1,1,1
859c7e77082,Victor Feyens,Thu Feb 6 20:01:09 2020,"[IMP] account, website_sale: remove 'remove me' code.",2,5,
7f944bc664d,fw-bot,Tue Mar 3 21:17:36 2020,[FIX] account: Exclude journal entries from account.move.line,1,1,1
83ffe8b50b2,David Beguin,Fri Mar 20 14:18:20 2020,[FIX] base: make parent contact lang prevail on DB lang,2,9,4
fba4517567b,svs-odoo,Tue Mar 24 20:31:06 2020,[FIX] stock_picking_batch: kanban view for picking,1,2,1
b9d5129a4ef,svs-odoo,Tue Mar 24 20:37:26 2020,[FIX] stock: picking operation kanban mobile,1,3,1
033980a5f8f,Nicolas Lempereur,Wed Mar 25 12:48:11 2020,[FIX] test_xlsx_export: no warning when install w/o test_impex,1,1,
b99322e64e0,william,Wed Mar 18 13:55:17 2020,[FIX] account: double column allow reconciliation in CoA,1,1,
389049102a7,William Henrotin,Tue Mar 17 14:56:50 2020,"[FIX] mrp, purchase_requisition: hide empty variant description",2,2,2
1093baa29ae,William Henrotin,Mon Mar 16 20:54:08 2020,[REM] mrp: remove unused field,1,3,
163512da497,Laurent Stukkens (LTU),Thu Mar 19 16:39:56 2020,[IMP] sale: Pass SO notes to invoices,3,81,13
e4c66d7d288,Yannick Tivisse,Tue Mar 24 18:09:07 2020,[IMP] hr_contract: remove unused field,2,9,2
873e2e55afa,Swapnesh Shah,Sat Mar 14 21:16:10 2020,[FIX] account: Compute root with single character code,1,1,1
b51129bd304,Martin Trigaux,Mon Mar 16 14:36:16 2020,[FIX] base: proper unlink of abtract model,3,26,1
7da747c6272,Benjamin Vray,Fri Mar 6 19:52:13 2020,[IMP] website: add position top in cookie bar and fix a bug,4,54,3
079dac124af,Benjamin Vray,Fri Mar 6 16:16:50 2020,[IMP] website: move options in table of content snippet,2,52,30
9ebc9a1a442,Benjamin Vray,Tue Mar 3 16:34:18 2020,[IMP] website: review snippet Share,2,16,11
efe8ea26762,Benjamin Vray,Tue Mar 3 15:31:29 2020,[IMP] website: review progress bar snippet,2,22,54
c87f61d26b4,Benjamin Vray,Fri Feb 28 13:50:40 2020,"[IMP] web_editor, website: copy absolute path for anchor links",2,3,3
a522e082735,Benjamin Vray,Thu Feb 27 20:22:58 2020,[IMP] website: review timeline snippet,5,79,41
2e846f1e0a0,Benjamin Vray,Mon Mar 2 16:29:49 2020,[REF] web_editor: add a wrap div around overlay options,2,36,29
85a604635ce,Benjamin Vray,Thu Feb 27 17:26:54 2020,"[IMP] web_editor, website: preview container width on hover",3,31,1
a4cce228cf8,Benjamin Frantzen (bfr),Thu Jan 2 20:26:55 2020,[ADD] odoo_referral: Link to odoo referral platform,14,216,
6bf343a1728,william,Wed Mar 18 21:31:36 2020,[IMP] l10n_lu: add account groups,5,7532,695
9eba957e0d6,william,Tue Mar 17 15:04:29 2020,[IMP] l10n_multilang: allow the translation of the account groups,2,17,
22d0ca2905a,Cocographique,Mon Mar 9 16:21:39 2020,[REF] website: remove useless option code in s_color_blocks_2 snippet,1,4,
50bce1da436,Cocographique,Mon Mar 9 16:07:37 2020,[FIX] website: adapt paragraphs styles of s_color_blocks_2 snippet,1,2,2
a5ca5d11ff6,Cocographique,Wed Mar 4 02:20:17 2020,[IMP] website: review bold style in Text Block snippet,1,2,2
b1048cb5bae,Cocographique,Tue Mar 3 21:17:21 2020,[IMP] website: improve Alignment option wording and position,1,12,11
a91c6c8c4c8,Cocographique,Tue Mar 3 21:14:27 2020,"[IMP] website: improve Numbers of columns"" option wording""",1,2,2
5dc2af38c3b,Cocographique,Tue Mar 3 16:00:38 2020,[IMP] website: reduce space between icons in Rating snippet,2,8,8
3eb7314870e,Odoo's Mergebot,Tue Mar 24 19:51:43 2020,"[MERGE] mail, sms: move rendering tool on mail.render.mixin", ,,
0b4cf7de5ca,Xavier Morel,Tue Mar 24 17:16:44 2020,[REM] hr_expense: leftover print in test,1,1,
c7d40de3a77,Hiral Bhavsar,Tue Mar 19 11:44:40 2019,[IMP] l10n_xx: auto apply fiscal positions,20,212,21
2bacc392763,Jigar Vaghela,Wed Feb 19 18:37:03 2020,[IMP] l10n_in_sale: support null product_id in tax line,1,2,2
efa161e25c4,Thibault Delavallée,Mon Mar 23 19:29:16 2020,[IMP] sms: make template required on preview template,1,1,2
aaefa35e29f,Thibault Delavallée,Wed Mar 11 18:12:48 2020,"[MOV] link_tracker, various: more link shortening tools to mail.render.mixin",12,94,71
3d86a29aeb2,Thibault Delavallée,Wed Mar 11 16:59:46 2020,"[MOV] mail, various: move replace_local_links to render mixin",10,48,43
2835e0ba38f,Thibault Delavallée,Fri Mar 6 18:47:20 2020,"[MOV] mail, sms: move language computation in render mixin directly",7,94,140
822f468059c,Thibault Delavallée,Tue Feb 25 17:19:27 2020,[MOV] mail: move rendering code to mail render mixin,11,201,196
a03f6483d6b,Thibault Delavallée,Fri Apr 5 14:45:54 2019,[REF] mail: clean code about rendering in mail_template,14,206,135
aa31e67716f,Thibault Delavallée,Fri Apr 5 14:51:18 2019,"[REF] mail, sms: reorganize {mail.sms}.template and mail.render.mixin fields and add docstrings",3,42,35
6e25a510b3b,Thibault Delavallée,Tue Feb 25 19:56:39 2020,"[REF] base, mail: improve partner creation from name / email",6,106,35
aa74a975d7a,Thibault Delavallée,Tue Feb 25 19:56:23 2020,[IMP] base: add tests for partner find_or_create / name_create / _parse_partner_name,1,69,21
b446a1e9586,jbm-odoo,Fri Mar 20 18:47:31 2020,[IMP] hr: Add user slash if no employee set,1,6,
70d426b948e,Julien Mougenot,Mon Mar 23 18:33:47 2020,[FIX] web: fix dataManager loading caches,3,298,61
0ebbd1848f1,Hardik Prajapati,Wed Mar 18 16:11:03 2020,"[IMP] lunch: Add kanban view for alert, location and product category",3,96,3
900dad016dd,Thanh Dodeur,Thu Feb 27 20:34:25 2020,"[IMP] website, web_editor: add options to fully control shadows",4,96,7
ab977638848,Pratima Gupta,Mon Mar 16 16:36:04 2020,[IMP] repair: added test cases.,1,16,
8d52edb2fa5,Ankita Raval,Thu Feb 27 14:03:29 2020,[IMP] repair: Prevent to Unlink Repair Orders if not draft,3,26,12
81a5cc2e101,Martin Trigaux,Tue Mar 24 14:56:24 2020,[FIX] *: correct English terms,4,4,4
2d5dd1448fc,Dhruv Patel,Thu Mar 12 12:55:30 2020,[FIX] web: restrict to open sidebar forcefully in pdf viewer initially,1,4,1
e00ce93a77f,fw-bot,Fri Mar 20 18:13:06 2020,"[FIX] sale: fix uneditable Confirmation Email"" template body""",3,294,224
27b46767b2b,Benjamin Vray,Mon Mar 23 19:22:33 2020,[FIX] website: hide theme tab in left panel if the user has no rights,1,6,3
b4f0e758eb5,Ravi Gohil,Tue Mar 24 11:58:24 2020,[IMP] l10n_xx: hide country specific fields from company/settings view,14,36,30
d2bd6d69d64,Ravi Gohil,Tue Mar 24 11:53:07 2020,[IMP] account{_check_printing}: Added 'Country Code' field,7,21,2
fd9b2590261,Thibault Delavallée,Fri Jan 31 21:17:29 2020,[REF] mail: merge blacklist and address mixins,6,40,52
5353fb24960,Mohammed Shekha,Thu Mar 12 15:58:30 2020,[IMP] web: trim FieldEmail widget value,2,37,
efd5401ee1e,Thibault Delavallée,Thu Mar 12 20:04:08 2020,[REF] event: allow to use UTMs directly in event,5,32,10
286427d3c4d,Thibault Delavallée,Mon Mar 9 22:04:24 2020,"[IMP] event, website_event_track: make create of registration and track multi",3,35,32
30af656e1a9,Thibault Delavallée,Mon Mar 9 17:33:37 2020,[REF] event: remove origin field of registration,6,5,14
baab5307370,Odoo's Mergebot,Tue Mar 24 14:04:22 2020,[MERGE] crm(_*): move from onchange to editable stored fields, ,,
a5df7552842,Julien Castiaux,Wed Nov 27 19:06:31 2019,[FIX] base: apply changes on inherited view,3,15,26
3ea6180f182,jerome hanke (jhk),Wed Feb 26 18:01:41 2020,[FIX] web: export of id from grouped elements does not fail,1,3,1
8304bc01ba9,Thibault Delavallée,Tue Dec 24 21:12:32 2019,"[REF] crm, website_crm_score: update team statistics fields",3,44,38
fc7bff8afb9,Thibault Delavallée,Tue Dec 24 18:27:29 2019,[REF] website_crm_partner_assign : use stored editable r+w fields,3,21,16
d13dba106c2,Florent Lejoly,Wed Nov 13 19:45:25 2019,[REF] crm : use stored editable r+w fields,14,351,349
